Date;Beras;Beras Kualitas Bawah I;Beras Kualitas Bawah II;Beras Kualitas Medium I;Beras Kualitas Medium II;Beras Kualitas Super I;Beras Kualitas Super II
06-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
07-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
08-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
11-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
12-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
13-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
14-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
15-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
18-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
19-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
20-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
21-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
22-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
25-12-2023;-;-;-;-;-;-;-
26-12-2023;-;-;-;-;-;-;-
27-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
28-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
29-12-2023;13,300;12,750;12,250;12,000;11,500;14,750;14,200
01-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
02-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
03-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
04-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
05-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
08-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
09-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
10-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
11-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
12-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
15-01-2024;13,300;12,750;12,250;12,000;11,500;14,750;14,200
16-01-2024;13,300;12,750;12,250;12,000;11,500;14,800;14,200
17-01-2024;13,300;12,750;12,250;12,000;11,500;14,800;14,200
18-01-2024;13,300;12,750;12,250;12,000;11,500;14,800;14,200
19-01-2024;13,300;12,750;12,250;12,000;11,500;14,800;14,200
22-01-2024;13,300;12,750;12,250;12,000;11,500;14,800;14,200
23-01-2024;13,350;12,750;12,250;12,000;11,500;14,850;14,200
24-01-2024;13,350;12,750;12,250;12,000;11,500;14,850;14,200
25-01-2024;13,350;12,750;12,250;12,000;11,500;15,000;14,200
26-01-2024;13,400;12,750;12,250;12,000;11,500;15,000;14,250
29-01-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
30-01-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
31-01-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
01-02-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
02-02-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
05-02-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
06-02-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
07-02-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
08-02-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
09-02-2024;13,650;12,750;12,250;12,000;11,500;15,550;14,750
12-02-2024;13,700;12,750;12,250;12,000;11,500;15,650;14,800
13-02-2024;13,700;12,750;12,250;12,000;11,500;15,750;14,800
14-02-2024;13,700;12,750;12,250;12,000;11,500;15,750;14,800
15-02-2024;13,700;12,750;12,250;12,000;11,500;15,750;14,800
16-02-2024;13,950;13,250;12,750;12,000;11,500;15,950;15,050
19-02-2024;14,250;13,250;12,750;12,000;11,500;16,650;15,650
20-02-2024;14,400;13,500;13,000;12,000;11,500;16,650;15,900
21-02-2024;14,500;13,750;13,250;12,000;11,500;16,800;15,900
22-02-2024;14,500;13,750;13,250;12,000;11,500;16,900;15,900
23-02-2024;14,550;13,750;13,250;12,000;11,500;16,900;16,000
26-02-2024;14,550;13,750;13,250;12,000;11,500;16,900;16,000
27-02-2024;14,600;14,000;13,250;12,000;11,500;16,900;16,150
28-02-2024;14,600;14,000;13,250;12,000;11,500;16,900;16,150
29-02-2024;14,700;14,000;13,250;12,000;11,500;17,000;16,250
01-03-2024;14,700;14,000;13,250;12,000;11,500;17,000;16,400
04-03-2024;14,700;14,000;13,250;12,000;11,500;17,000;16,400
05-03-2024;14,800;14,500;13,750;12,000;11,500;16,950;16,300
06-03-2024;14,750;14,500;13,750;12,000;11,500;16,800;16,200
07-03-2024;14,750;14,500;13,750;12,000;11,500;16,800;16,200
08-03-2024;14,750;14,500;13,750;12,000;11,500;16,800;16,200
11-03-2024;14,750;14,500;13,750;12,000;11,500;16,800;16,200
12-03-2024;14,750;14,500;13,750;12,000;11,500;16,800;16,200
13-03-2024;14,700;14,500;13,750;12,000;11,500;16,750;16,200
14-03-2024;14,700;14,500;13,750;12,000;11,500;16,750;16,200
15-03-2024;14,500;14,500;13,750;12,000;11,500;16,400;15,700
18-03-2024;14,500;14,500;13,750;12,000;11,500;16,400;15,700
19-03-2024;14,450;14,500;13,750;12,000;11,500;16,250;15,650
20-03-2024;14,450;14,500;13,750;12,000;11,500;16,250;15,550
21-03-2024;14,450;14,500;13,750;12,000;11,500;16,250;15,550
22-03-2024;14,300;14,500;13,500;12,000;11,500;16,000;15,300
25-03-2024;14,150;14,500;13,500;12,000;11,500;15,750;15,050
26-03-2024;14,050;14,500;13,500;12,000;11,500;15,550;14,900
27-03-2024;13,900;14,500;13,500;12,000;11,500;15,250;14,500
28-03-2024;13,900;14,500;13,500;12,000;11,500;15,250;14,500
29-03-2024;13,900;14,500;13,500;12,000;11,500;15,250;14,500
01-04-2024;13,700;14,500;13,500;12,000;11,500;14,900;14,150
02-04-2024;13,650;14,500;13,500;12,000;11,500;14,750;14,050
03-04-2024;13,650;14,500;13,500;12,000;11,500;14,750;14,050
04-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
05-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
08-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
09-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
10-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
11-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
12-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
15-04-2024;13,500;14,500;13,500;11,400;10,900;14,750;14,050
16-04-2024;13,350;14,500;13,500;11,000;10,550;14,650;13,950
17-04-2024;13,350;14,500;13,500;11,000;10,500;14,650;13,950
18-04-2024;13,300;14,500;13,500;11,000;10,500;14,550;13,950
19-04-2024;13,300;14,500;13,500;11,000;10,500;14,500;13,800
22-04-2024;13,300;14,500;13,500;11,000;10,500;14,500;13,800
23-04-2024;13,250;14,500;13,500;11,000;10,500;14,450;13,700
24-04-2024;13,250;14,500;13,500;11,000;10,500;14,450;13,700
25-04-2024;13,250;14,500;13,500;11,000;10,500;14,450;13,700
26-04-2024;13,250;14,500;13,500;11,000;10,500;14,450;13,700
29-04-2024;13,150;14,500;13,500;11,000;10,500;14,200;13,550
30-04-2024;13,150;14,500;13,500;11,000;10,500;14,200;13,550
01-05-2024;13,150;14,500;13,500;11,000;10,500;14,200;13,550
02-05-2024;13,150;14,500;13,500;11,000;10,500;14,200;13,550
03-05-2024;13,200;14,500;13,500;11,200;10,700;14,250;13,650
06-05-2024;13,200;14,500;13,500;11,200;10,700;14,250;13,650
07-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
08-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
09-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
10-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
13-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
14-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
15-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
16-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
17-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,700
20-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,550
21-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,550
22-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,550
23-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,550
24-05-2024;13,350;14,500;13,500;11,750;11,100;14,300;13,550
27-05-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
28-05-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
29-05-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
30-05-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
31-05-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
03-06-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
04-06-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
05-06-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
06-06-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
07-06-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
10-06-2024;13,300;14,500;13,500;11,850;10,900;14,300;13,550
11-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
12-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
13-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
14-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
17-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
18-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
19-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
20-06-2024;13,500;14,500;13,500;12,100;11,150;14,550;13,800
